A1,A2,A3,BV,DT,G,GM,H,H_sigma,IR,K1,K2,M1,M2,PC,UB,a,ad,albedo,class,closeness,condition_code,data_arc,diameter,diameter_sigma,dv,e,epoch,epoch_cal,epoch_mjd,equinox,est_diameter,extent,first_obs,full_name,i,id,last_obs,ma,moid,moid_ld,n,n_del_obs_used,n_dop_obs_used,n_obs_used,name,neo,om,orbit_id,pdes,per,per_y,pha,prefix,price,producer,profit,prov_des,q,rms,rot_per,saved,score,sigma_a,sigma_ad,sigma_e,sigma_i,sigma_ma,sigma_n,sigma_om,sigma_per,sigma_q,sigma_tp,sigma_w,spec,spec_B,spec_T,spkid,t_jup,tp,tp_cal,two_body,w
,,,0.659,,,,8.5,,,,,,,,0.342,3.354985263,3.663489673,0.0634,OMB,2629.586253,0,41471,115.53,2.2,12.298982,0.091954028,2457000.5,20141209,57000,J2000,,,1901-01-19,466 Tisiphone (1901 FX),19.1127162,a0000466,8/5/14,103.0382999,2.11638,823.6316046,0.160386625,,,1199,Tisiphone,N,290.8877202,JPL 72,466,2244.576193,6.145314695,N,,1.20E+18,Otto Matic,7.51E+16,1901 FX,3.046480854,0.63413,8.824,-1.00E+18,131.4993127,2.39E-08,2.61E-08,4.02E-08,5.56E-06,2.78E-05,1.71E-09,1.33E-05,2.40E-05,1.45E-07,0.00017151,3.03E-05,C,,C,2000466,3.062,2456358.063,20130306.56,,249.3898416
,,,,,,,10.8,,,,,,,,,2.945143898,3.266416127,0.0633,MBA,2639.524888,0,41490,41.96,3.2,10.321729,0.10908541,2457000.5,20141209,57000,J2000,,,1901-01-09,467 Laura (1901 FY),6.436620275,a0000467,8/14/14,248.2599838,1.64471,640.0717907,0.195004348,,,1264,Laura,N,322.4874452,JPL 8,467,1846.11268,5.054381054,N,,0,Otto Matic,0,1901 FY,2.623871668,0.50807,36.8,-7.09E+16,0,1.62E-08,1.80E-08,3.80E-08,5.31E-06,2.53E-05,1.61E-09,3.98E-05,1.53E-05,1.12E-07,0.00013112,4.79E-05,?,,,2000467,3.253,2457573.513,20160704.01,,91.31779082
,,,0.66,,,,9.83,,,,,,,,0.313,3.132343426,3.751375114,0.043,MBA,2638.952362,0,41521,69.34,2.5,9.974889,0.19762574,2457000.5,20141209,57000,J2000,,,1901-01-19,468 Lina (1901 FZ),0.437387289,a0000468,9/24/14,281.709441,1.50885,587.1991545,0.177787006,,,2283,Lina,N,21.47085799,JPL 13,468,2024.894889,5.543860064,N,,0,Otto Matic,0,1901 FZ,2.513311738,0.53444,16.33,-3.20E+17,0,1.31E-08,1.57E-08,2.92E-08,3.74E-06,8.91E-06,1.12E-09,0.00045254,1.27E-05,9.14E-08,5.15E-05,0.00045272,?,,CPF,2000468,3.182,2457440.862,20160222.36,,333.3580503
,,,0.655,,,,8.62,,,,,,,,0.268,3.179531567,3.685347056,0.0399,MBA,2634.415366,0,39259,125.57,5.6,10.810529,0.159084909,2457000.5,20141209,57000,J2000,,,3/22/07,469 Argentina (1901 GE),11.59622161,a0000469,9/15/14,49.0608291,1.68537,655.8954429,0.173843862,,,1384,Argentina,N,333.4785137,JPL 14,469,2070.823756,5.669606451,N,,0,Otto Matic,0,1901 GE,2.673716078,0.55675,17.573,-1.90E+18,0,1.94E-08,2.24E-08,3.87E-08,4.91E-06,1.64E-05,1.59E-09,2.37E-05,1.89E-05,1.23E-07,9.35E-05,2.81E-05,?,,X,2000469,3.149,2456718.288,20140301.79,,209.4032653
,,,0.886,,,,10.07,,,,,,,,0.466,2.404571073,2.631944417,0.2379,MBA,2657.827643,0,41467,26.39,0.7,9.459447,0.094558796,2457000.5,20141209,57000,J2000,,,1901-04-21,470 Kilia (1901 GJ),7.226875182,a0000470,11/1/14,160.2845986,1.17901,458.8353217,0.264330725,,,1648,Kilia,N,173.2464006,JPL 49,470,1361.930212,3.728761704,N,,3.26E-39,Otto Matic,2.68E-40,1901 GJ,2.177197728,0.49217,290,-2.39E+16,6.52E-51,8.22E-09,9.00E-09,3.77E-08,4.37E-06,2.25E-05,1.36E-09,3.42E-05,6.99E-06,9.15E-08,8.47E-05,4.04E-05,S,S,S,2000470,3.507,2456394.121,20130411.62,,47.50007981
,,,0.828,,0.37,,6.73,,,,,,,,0.473,2.888890159,3.558756541,0.1994,MBA,2641.871211,0,41389,134.19,5.2,10.419667,0.231876722,2457000.5,20141209,57000,J2000,,,1901-05-19,471 Papagena (1901 GN),14.97633858,a0000471,9/12/14,286.2250821,1.255,488.40835,0.200727802,,,2011,Papagena,N,84.00819543,JPL 77,471,1793.473529,4.910262914,N,,4.29E-37,Otto Matic,3.18E-38,1901 GN,2.219023778,0.52205,7.113,-3.14E+18,8.57E-49,6.33E-09,7.79E-09,2.73E-08,3.30E-06,7.92E-06,6.59E-10,1.45E-05,5.89E-06,7.98E-08,4.01E-05,1.62E-05,S,S,S,2000471,3.202,2457368.037,20151211.54,,314.1271314
,,,0.882,,,,8.92,,,,,,,,0.473,2.544214605,2.783946487,0.2138,MBA,2646.73311,0,41307,47.27,3.4,10.720167,0.094226282,2457000.5,20141209,57000,J2000,,,1901-07-18,472 Roma (1901 GP),15.80408774,a0000472,8/21/14,228.3644454,1.3631,530.477627,0.24286977,,,1430,Roma,N,127.182422,JPL 14,472,1482.27587,4.058250157,N,,0,Otto Matic,0,1901 GP,2.304482722,0.52538,9.8007,-1.01E+17,0,9.60E-09,1.05E-08,4.31E-08,4.68E-06,2.58E-05,1.37E-09,1.88E-05,8.39E-06,1.09E-07,0.00010702,3.11E-05,?,,S,2000472,3.385,2457542.501,20160603,,295.528948
,,,,,,,11.7,,,,,,,,,2.662151432,2.945258131,,MBA,2644.820685,0,41400,,,10.465633,0.106345077,2457000.5,20141209,57000,J2000,15.68481322,,1901-02-13,473 Nolli (1901 GC),12.91759386,a0000473,6/20/14,93.51465455,1.40086,545.1726862,0.226910681,,,1077,Nolli,N,332.2380141,JPL 13,473,1586.527341,4.34367513,N,,0,Otto Matic,0,1901 GC,2.379044734,0.43893,,-3.70238E+15,0,1.59E-08,1.76E-08,6.35E-08,8.03E-06,3.41E-05,2.03E-09,2.62E-05,1.42E-05,1.69E-07,0.00015054,4.48E-05,?,,,2000473,3.341,2456588.379,20131022.88,,152.1533512
,,,,,,,10.9,,,,,,,,,2.452116114,2.971224696,0.072,MBA,2663.822726,0,41528,37.58,3.5,9.085401,0.211698206,2457000.5,20141209,57000,J2000,,,1901-02-17,474 Prudentia (1901 GD),8.798712637,a0000474,10/30/14,63.10215551,0.924753,359.886125,0.256680293,,,1470,Prudentia,N,161.8413831,JPL 11,474,1402.522941,3.839898539,N,,0,Otto Matic,0,1901 GD,1.933007533,0.52913,8.572,-5.09E+16,0,7.12E-09,8.63E-09,4.20E-08,5.17E-06,1.04E-05,1.12E-09,2.54E-05,6.11E-06,1.02E-07,3.99E-05,2.73E-05,?,,,2000474,3.448,2456754.66,20140407.16,,155.784177
,,,0.695,,,,11.88,,,,,,,,,2.591759201,3.581431015,,MCA,2656.265169,0,35065,,,9.648636,0.381853304,2457000.5,20141209,57000,J2000,14.43707961,,10/30/18,475 Ocllo (1901 HN),18.92088817,a0000475,10/31/14,32.47755013,0.668086,259.9990286,0.236217517,,,1037,Ocllo,N,34.57067218,JPL 8,475,1524.019067,4.172536802,N,,0,Otto Matic,0,1901 HN,1.602087388,0.48428,7.3151,-2.88723E+15,0,1.01E-08,1.39E-08,5.02E-08,7.25E-06,1.28E-05,1.37E-09,1.63E-05,8.87E-06,1.30E-07,5.39E-05,1.94E-05,?,,X,2000475,3.242,2456863.01,20140724.51,,305.4924478
,,,0.716,,,,8.55,,,,,,,,0.375,2.649270917,2.845075966,0.0493,MBA,2645.196108,0,41333,116.76,2.6,10.378598,0.073909032,2457000.5,20141209,57000,J2000,,,1901-08-17,476 Hedwig (1901 GQ),10.93739556,a0000476,10/16/14,140.5239295,1.43837,559.7704529,0.22856752,,,1195,Hedwig,N,286.4558047,JPL 77,476,1575.026934,4.31218873,N,,2.09E+17,Otto Matic,1.56E+16,1901 GQ,2.453465869,0.60442,27.33,2.99E+18,132.2798054,1.04E-08,1.12E-08,4.24E-08,5.00E-06,2.43E-05,1.35E-09,1.93E-05,9.29E-06,1.13E-07,0.00010536,3.07E-05,X,X,P,2000476,3.361,2456385.697,20130403.2,,359.9958366
,,,0.884,,,,10.25,,,,,,,,0.469,2.414881746,2.869751961,0.2769,MBA,2669.052464,0,41335,22.51,1.1,8.88275,0.188361279,2457000.5,20141209,57000,J2000,,,1901-08-31,477 Italia (1901 GR),5.287594131,a0000477,11/1/14,67.13549155,0.953833,371.2031886,0.262639638,,,1556,Italia,N,10.70575631,JPL 10,477,1370.699423,3.752770493,N,,2.02E-39,Otto Matic,1.78E-40,1901 GR,1.960011531,0.50528,19.42,-1.48E+16,4.05E-51,7.57E-09,8.99E-09,4.14E-08,4.89E-06,1.24E-05,1.23E-09,5.10E-05,6.44E-06,9.92E-08,4.69E-05,5.23E-05,S,S,S,2000477,3.487,2456744.882,20140328.38,,322.0734884
,,,0.85,,,,7.98,,,,,,,,0.445,3.01644284,3.269892583,0.1798,MBA,2635.987096,0,41255,79.46,1.5,11.141762,0.084022724,2457000.5,20141209,57000,J2000,,,1901-09-22,478 Tergeste (1901 GU),13.18361104,a0000478,9/4/14,123.9553377,1.80583,702.7748611,0.188131459,,,1268,Tergeste,N,233.9273884,JPL 11,478,1913.555562,5.239029603,N,,2.30E+17,Otto Matic,1.59E+16,1901 GU,2.762993097,0.59708,16.104,-3.80E+17,131.8193548,1.34E-08,1.46E-08,4.31E-08,5.00E-06,2.93E-05,1.26E-09,2.30E-05,1.28E-05,1.30E-07,0.00015475,3.67E-05,L,L,S,2000478,3.202,2456341.624,20130218.12,,239.3770345
,,,,,,,9.6,,,,,,,,,2.722839128,3.315004089,0.048,MBA,2650.493578,0,41260,72.98,2.9,9.56984,0.2174807,2457000.5,20141209,57000,J2000,,,1901-11-12,479 Caprera (1901 HJ),8.682656754,a0000479,10/30/14,69.31038347,1.16092,451.7952364,0.219366901,,,1336,Caprera,N,136.0447054,JPL 11,479,1641.086229,4.493049225,N,,3.03E+17,Otto Matic,2.45E+16,1901 HJ,2.130674167,0.56626,9.43,-2.53E+17,132.5446789,1.34E-08,1.64E-08,4.36E-08,5.22E-06,1.26E-05,1.62E-09,3.58E-05,1.21E-05,1.19E-07,5.67E-05,3.73E-05,C,C,,2000479,3.307,2456684.544,20140127.04,,270.152103
,,,0.854,,,,8.38,,,,,,,,0.439,2.643963622,2.762929672,0.2485,MBA,2642.632731,0,41426,56.22,2.5,12.088234,0.044995343,2457000.5,20141209,57000,J2000,,,1901-05-22,480 Hansa (1901 GL),21.29228892,a0000480,10/22/14,307.6494569,1.55163,603.8478471,0.229256079,,,1435,Hansa,N,237.244895,JPL 12,480,1570.296418,4.299237285,N,,0,Otto Matic,0,1901 GL,2.524997572,0.51249,16.19,-1.70E+17,0,1.01E-08,1.06E-08,3.79E-08,4.82E-06,5.16E-05,1.32E-09,1.36E-05,9.02E-06,9.94E-08,0.00022503,5.32E-05,?,,S,2000480,3.295,2457228.85,20150725.35,,214.5586876
,,,,,,,8.7,,,,,,,,,2.740900092,3.165517145,,MBA,2645.562384,0,39769,,,10.024731,0.154918836,2457000.5,20141209,57000,J2000,62.44236613,,12/17/05,481 Emita (1902 HP),9.837407002,a0000481,11/4/14,10.96820795,1.32883,517.1407711,0.217202223,,,1176,Emita,N,66.86952004,JPL 50,481,1657.4416,4.53782779,N,,1.90E+17,Otto Matic,1.46E+16,1902 HP,2.316283039,0.60271,14.35,-1.58E+17,132.2981192,1.24E-08,1.44E-08,4.27E-08,5.10E-06,1.62E-05,1.48E-09,2.92E-05,1.13E-05,1.18E-07,7.47E-05,3.30E-05,Ch,Ch,C,2000481,3.311,2456950.002,20141019.5,,349.5919584
,,,0.871,,,,8.84,,,,,,,,0.455,2.997174917,3.297592253,0.2372,MBA,2636.38958,0,40183,46.57,2.8,11.192338,0.100233501,2457000.5,20141209,57000,J2000,,,10/3/04,482 Petrina (1902 HT),14.46446756,a0000482,10/9/14,172.8529882,1.73301,674.4355017,0.189948531,,,1306,Petrina,N,179.4487839,JPL 26,482,1895.250243,5.18891237,N,,0,Otto Matic,0,1902 HT,2.696757582,0.54329,11.7922,-9.69E+16,0,1.49E-08,1.64E-08,3.50E-08,4.61E-06,2.11E-05,1.41E-09,1.72E-05,1.41E-05,1.06E-07,0.0001099,2.73E-05,?,,S,2000482,3.198,2456090.501,20120612,,87.28002737
,,,0.863,,,,8.33,,,,,,,,0.41,3.422602438,3.607601733,0.1709,OMB,2628.325662,0,41133,69.37,2.8,12.497202,0.05405223,2457000.5,20141209,57000,J2000,,,1902-03-05,483 Seppina (1902 HU),18.74503996,a0000483,10/16/14,122.3770677,2.23733,870.7017161,0.155657263,,,1376,Seppina,N,174.0609646,JPL 11,483,2312.77354,6.332028856,N,,0,Otto Matic,0,1902 HU,3.237603143,0.55763,12.727,-3.20E+17,0,2.26E-08,2.38E-08,4.57E-08,5.35E-06,4.56E-05,1.54E-09,1.62E-05,2.29E-05,1.63E-07,0.00029362,4.86E-05,?,,S,2000483,3.054,2456214.304,20121013.8,,154.7384135
,,,0.85,,,,9.86,,,,,,,,,2.668087296,2.820089495,0.2012,MBA,2643.780009,0,40868,31.61,2.1,10.673028,0.056970474,2457000.5,20141209,57000,J2000,,,1902-04-29,484 Pittsburghia (1902 HX),12.51289703,a0000484,3/20/14,209.0217618,1.50408,585.3428136,0.226153869,,,1258,Pittsburghia,N,127.2787484,JPL 9,484,1591.836576,4.358211023,N,,5.60E-39,Otto Matic,4.06E-40,1902 HX,2.516085098,0.57224,10.63,-4.11E+16,1.12E-50,1.30E-08,1.37E-08,4.79E-08,5.46E-06,3.95E-05,1.65E-09,2.29E-05,1.16E-05,1.25E-07,0.00017513,4.56E-05,S,S,,2000484,3.346,2457668.091,20161006.59,,191.4125453
,,,0.848,,,,8.2,,,,,,,,0.427,2.748476094,3.277191834,0.2072,MBA,2644.636142,0,40189,63.88,2.9,10.275761,0.192366869,2457000.5,20141209,57000,J2000,,,10/4/04,485 Genua (1902 HZ),13.86002946,a0000485,10/16/14,347.8931293,1.28665,500.7255805,0.216304786,,,1319,Genua,N,193.4640971,JPL 54,485,1664.318239,4.556655001,N,,4.62E-38,Otto Matic,3.48E-39,1902 HZ,2.219760354,0.63053,17.59,-3.39E+17,9.25E-50,1.05E-08,1.25E-08,3.09E-08,5.04E-06,1.35E-05,1.24E-09,1.55E-05,9.55E-06,8.61E-08,6.26E-05,1.94E-05,S,S,,2000485,3.278,2457056.471,20150202.97,,272.7663005
,,,,,,,11,,,,,,,,,2.352722881,2.73365497,0.1631,MBA,2661.033424,0,41026,21.85,1.2,9.364131,0.16191116,2457000.5,20141209,57000,J2000,,,1902-06-02,486 Cremona (1902 JB),11.09049883,a0000486,9/28/14,87.66738644,0.986783,384.0263401,0.273116482,,,1221,Cremona,N,94.25753202,JPL 8,486,1318.118911,3.608812899,N,,0,Otto Matic,0,1902 JB,1.971790791,0.51961,65.15,-1.00E+16,0,9.82E-09,1.14E-08,5.30E-08,6.53E-06,1.84E-05,1.71E-09,2.79E-05,8.25E-06,1.25E-07,6.66E-05,3.29E-05,?,,,2000486,3.514,2456679.511,20140122.01,,124.6456926
,,,0.852,,,,8.14,,,,,,,,0.424,2.66888278,2.906098815,0.2457,MBA,2645.288206,0,40360,63.15,1.3,10.268695,0.088882148,2457000.5,20141209,57000,J2000,,,1903-12-21,487 Venetia (1902 JL),10.24627952,a0000487,6/21/14,187.3453582,1.46412,569.7915804,0.226052765,,,1407,Venetia,N,114.8288506,JPL 63,487,1592.548533,4.360160254,N,,0,Otto Matic,0,1902 JL,2.431666746,0.55411,13.28,-2.42E+17,0,1.07E-08,1.16E-08,3.51E-08,4.09E-06,2.19E-05,1.35E-09,2.05E-05,9.54E-06,9.21E-08,9.75E-05,2.94E-05,?,,S,2000487,3.354,2457764.28,20170110.78,,280.7764923
,,,0.691,,,,7.81,,,,,,,,0.368,3.16802758,3.672457019,0.0589,MBA,2634.658392,0,41494,150.13,6.4,10.787978,0.159225078,2457000.5,20141209,57000,J2000,,,1901-02-15,488 Kreusa (1902 JG),11.52094204,a0000488,9/24/14,93.01377769,1.70251,662.5658167,0.174791634,,,1238,Kreusa,N,84.25064562,JPL 77,488,2059.595136,5.638864166,N,,2.63E+18,Otto Matic,1.88E+17,1902 JG,2.663598142,0.57659,19.26,-2.20E+18,131.7529196,1.62E-08,1.88E-08,4.04E-08,5.71E-06,1.67E-05,1.34E-09,2.41E-05,1.58E-05,1.26E-07,9.46E-05,2.94E-05,C,,C,2000488,3.152,2456468.359,20130624.86,,71.19356911
,,,0.697,,,,8.32,,,,,,,,0.369,3.152556733,3.293176106,0.0427,MBA,2633.016951,0,37857,139.39,3,11.483059,0.044604867,2457000.5,20141209,57000,J2000,,,3/1/11,489 Comacina (1902 JM),12.99923342,a0000489,10/23/14,177.0447534,2.01869,785.6135873,0.17607987,,,1259,Comacina,N,166.8961523,JPL 80,489,2044.526731,5.597609119,N,,2.11E+18,Otto Matic,1.41E+17,1902 JM,3.011937359,0.59913,9.02,-1.76E+18,131.6708475,1.80E-08,1.88E-08,3.50E-08,4.16E-06,4.55E-05,1.51E-09,2.00E-05,1.75E-05,1.11E-07,0.00025773,4.95E-05,C,,C,2000489,3.166,2455995.02,20120308.52,,11.7167676
,,,0.75,,,,8.32,,,,,,,,0.39,3.172310561,3.473089098,0.0622,MBA,2633.714665,0,40952,115.55,5.5,10.905802,0.094813711,2457000.5,20141209,57000,J2000,,,1902-09-07,490 Veritas (1902 JP),9.279555936,a0000490,10/21/14,286.2843065,1.87235,728.6624495,0.174437771,,,1383,Veritas,N,178.3397116,JPL 11,490,2063.773219,5.650303132,N,,1.20E+18,Otto Matic,8.49E+16,1902 JP,2.871532024,0.6041,7.93,-1.00E+18,131.7057332,1.85E-08,2.03E-08,4.43E-08,5.47E-06,2.63E-05,1.53E-09,3.03E-05,1.81E-05,1.40E-07,0.00015217,3.86E-05,Ch,Ch,C,2000490,3.174,2457423.09,20160204.59,,194.5619001
,,,,,,,9,,,,,,,,,3.189720933,3.470402284,0.0743,MBA,2632.237211,0,40851,97.29,3.8,12.109654,0.087995582,2457000.5,20141209,57000,J2000,,,1902-09-04,491 Carina (1902 JQ),18.86229748,a0000491,7/9/14,191.5355125,1.95228,759.7688076,0.173011528,,,1601,Carina,N,175.4340107,JPL 30,491,2080.786204,5.696882146,N,,7.17E+17,Otto Matic,4.56E+16,1902 JQ,2.909039583,0.60208,14.87,-5.98E+17,131.6318605,1.89E-08,2.06E-08,3.10E-08,3.71E-06,2.64E-05,1.54E-09,1.33E-05,1.85E-05,9.90E-08,0.00015524,2.81E-05,C,C,,2000491,3.107,2457974.218,20170808.72,,233.6635076
,,,,,,,9.9,,,,,,,,,3.121829408,3.667072742,0.0795,MBA,2638.151795,0,40964,51.69,1.4,10.085513,0.17465507,2457000.5,20141209,57000,J2000,,,1902-09-04,492 Gismonda (1902 JR),1.617611338,a0000492,10/30/14,160.5863907,1.56956,610.8256652,0.178685916,,,1593,Gismonda,N,46.29923199,JPL 11,492,2014.708311,5.515970735,N,,0,Otto Matic,0,1902 JR,2.576586074,0.567,6.488,-1.33E+17,0,1.60E-08,1.88E-08,3.93E-08,4.41E-06,1.14E-05,1.37E-09,0.00015939,1.55E-05,1.24E-07,6.33E-05,0.00015959,?,,,2000492,3.191,2456101.792,20120623.29,,296.1310177
,,,,,,,10.8,,,,,,,,,3.121989667,3.664283404,0.0622,MBA,2635.118521,0,40963,46.41,4.1,11.067408,0.173701324,2457000.5,20141209,57000,J2000,,,1902-09-07,493 Griseldis (1902 JS),15.16342678,a0000493,11/1/14,85.41066291,1.61251,627.5405167,0.178672158,,,1023,Griseldis,N,357.3689773,JPL 47,493,2014.86345,5.516395483,N,,0,Otto Matic,0,1902 JS,2.57969593,0.55814,51.94,-9.59E+16,0,2.04E-08,2.39E-08,4.85E-08,6.38E-06,1.74E-05,1.75E-09,2.19E-05,1.97E-05,1.54E-07,9.67E-05,2.98E-05,?,,,2000493,3.139,2456522.47,20130817.97,,47.58085294
,,,0.728,,,,8.96,,,,,,,,0.373,2.986205386,3.174915155,0.063,MBA,2637.408806,0,40865,85.52,1.8,10.637461,0.063193835,2457000.5,20141209,57000,J2000,,,1902-10-07,494 Virtus (1902 JV),7.085615857,a0000494,8/25/14,28.62672338,1.7888,696.147296,0.190996128,,,1799,Virtus,N,38.22271717,JPL 11,494,1884.854967,5.160451655,N,,4.87E+17,Otto Matic,3.53E+16,1902 JV,2.797495616,0.54069,5.57,-4.06E+17,131.8904403,1.44E-08,1.53E-08,3.17E-08,4.01E-06,2.82E-05,1.39E-09,2.94E-05,1.37E-05,9.62E-08,0.00014732,4.02E-05,Ch,Ch,C,2000494,3.243,2456850.619,20140712.12,,218.1682209
,,,0.69,,,,10.78,,,,,,,,0.16,2.486907068,2.810284818,0.0571,MBA,2659.484133,0,40838,38.85,1.4,9.220333,0.130032101,2457000.5,20141209,57000,J2000,,,1902-11-04,495 Eulalia (1902 KG),2.279216858,a0000495,8/26/14,214.6637823,1.16967,455.2004739,0.251312875,,,1538,Eulalia,N,186.4896268,JPL 47,495,1432.477344,3.921909222,N,,0,Otto Matic,0,1902 KG,2.163529317,0.53142,28.967,-5.63E+16,0,9.04E-09,1.02E-08,5.37E-08,5.31E-06,1.54E-05,1.37E-09,0.00010953,7.81E-06,1.32E-07,6.20E-05,0.00011033,?,,,2000495,3.462,2457578.808,20160709.31,,207.0731706
,,,0.861,,,,11.61,,,,,,,,0.507,2.198568561,2.372750755,0.1676,MBA,2675.232305,0,40745,15.47,1.1,8.834084,0.079225273,2457000.5,20141209,57000,J2000,,,1902-11-04,496 Gryphia (1902 KH),3.791559357,a0000496,5/25/14,85.98499247,1.0451,406.721567,0.302338918,,,1541,Gryphia,N,207.6194608,JPL 12,496,1190.716706,3.26000467,N,,6.57E-40,Otto Matic,5.82E-41,1902 KH,2.024386366,0.51148,18,-4.81341E+15,1.31E-51,6.63E-09,7.16E-09,3.50E-08,4.81E-06,2.93E-05,1.37E-09,5.97E-05,5.39E-06,7.67E-08,9.71E-05,6.71E-05,S,S,S,2000496,3.66,2456716.101,20140227.6,,258.5116515
,,,0.696,,0.11,,10.02,,,,,,,,0.245,2.856913887,3.706655379,,MBA,2655.661606,0,40676,,,9.128882,0.297433358,2457000.5,20141209,57000,J2000,34.00003401,,1902-11-04,497 Iva (1902 KJ),4.814768843,a0000497,3/17/14,119.4952323,1.00685,391.8358145,0.204107211,,,1357,Iva,N,6.352202155,JPL 45,497,1763.778937,4.828963551,N,,1.37E+16,Otto Matic,1.16746E+15,1902 KJ,2.007172395,0.46655,4.62,1.96E+17,132.8030803,1.55E-08,2.02E-08,5.37E-08,6.22E-06,1.04E-05,1.67E-09,5.79E-05,1.44E-05,1.50E-07,4.77E-05,5.84E-05,M,,M,2000497,3.231,2456415.047,20130502.55,,3.610103563
,,,0.78,,,,8.95,,,,,,,,0.375,2.650071814,3.245694123,0.0694,MBA,2653.356026,0,40409,81.83,2.3,9.468509,0.224757045,2457000.5,20141209,57000,J2000,,,3/14/04,498 Tokio (1902 KU),9.501048321,a0000498,11/1/14,41.750015,1.0649,414.427133,0.228463912,,,1497,Tokio,N,97.44415732,JPL 47,498,1575.741203,4.314144294,N,,1.91E+17,Otto Matic,1.57E+16,1902 KU,2.054449504,0.57148,41.85,2.74E+18,132.6878013,9.40E-09,1.15E-08,3.36E-08,3.53E-06,9.82E-06,1.22E-09,2.70E-05,8.38E-06,9.02E-08,4.24E-05,2.80E-05,M,,M,2000498,3.335,2456817.758,20140609.26,,240.9984187
,,,0.663,,,,9.39,,,,,,,,0.291,4.014188421,4.875549399,0.0468,OMB,2623.883126,0,40707,81.38,3.3,10.845988,0.21457911,2457000.5,20141209,57000,J2000,,,1902-12-24,499 Venusia (1902 KX),2.088812472,a0000499,6/6/14,75.08156853,2.1671,843.370307,0.122548343,,,1433,Venusia,N,256.3247451,JPL 11,499,2937.616221,8.042754883,N,,6.08E+16,Otto Matic,4.30736E+15,1902 KX,3.152827443,0.58152,13.48,-2.23E+17,131.2141563,3.51E-08,4.26E-08,3.99E-08,5.05E-06,1.21E-05,1.61E-09,0.00015307,3.85E-05,1.62E-07,9.74E-05,0.00015388,P,,P,2000499,3.011,2456387.831,20130405.33,,175.2744566
,,,,,,,9.2,,,,,,,,,2.612416711,2.993938656,0.1804,MBA,2649.560121,0,40776,43.2,1.1,9.836211,0.146041764,2457000.5,20141209,57000,J2000,,,1903-01-16,500 Selinur (1903 LA),9.772490097,a0000500,9/6/14,263.0137947,1.25186,487.1863562,0.233421252,,,1193,Selinur,N,289.9423699,JPL 25,500,1542.276022,4.22252162,N,,0,Otto Matic,0,1903 LA,2.230894765,0.52395,8.0111,-7.74E+16,0,9.84E-09,1.13E-08,3.83E-08,4.45E-06,1.53E-05,1.32E-09,2.88E-05,8.71E-06,1.00E-07,6.63E-05,3.22E-05,?,,,2000500,3.373,2457415.999,20160128.5,,74.62905671
,,,,,,,9.3,,,,,,,,,3.164321716,3.607335924,0.0812,MBA,2633.11224,0,40823,77.44,2.3,12.127705,0.140002897,2457000.5,20141209,57000,J2000,,,1903-01-27,501 Urhixidur (1903 LB),20.81708475,a0000501,11/3/14,98.07485616,1.71741,668.3644497,0.175098782,,,1131,Urhixidur,N,357.3793919,JPL 52,501,2055.982314,5.628972797,N,,0,Otto Matic,0,1903 LB,2.721307509,0.52884,13.1743,-4.46E+17,0,1.81E-08,2.07E-08,4.28E-08,4.85E-06,1.91E-05,1.50E-09,1.34E-05,1.77E-05,1.37E-07,0.00010766,2.37E-05,?,,,2000501,3.088,2456440.388,20130527.89,,353.3675463
,,,0.87,,,,10.77,,,,,,,,0.495,2.382508995,2.810273782,0.3405,MBA,2650.279011,0,40760,15.98,2,11.677857,0.179543829,2457000.5,20141209,57000,J2000,,,1903-01-27,502 Sigune (1903 LC),25.03248483,a0000502,9/1/14,110.7286419,0.977199,380.2965348,0.268010773,,,1137,Sigune,N,133.0068934,JPL 13,502,1343.22959,3.67756219,N,,0,Otto Matic,0,1903 LC,1.954744208,0.47966,10.922,-3.91537E+15,0,9.18E-09,1.08E-08,3.75E-08,5.02E-06,1.59E-05,1.55E-09,1.39E-05,7.76E-06,8.95E-08,5.88E-05,2.06E-05,?,,S,2000502,3.39,2456587.35,20131021.85,,19.09289221
,,,0.725,,,,9.1,,,,,,,,0.315,2.722497246,3.201514455,0.0585,MBA,2650.081557,0,40829,81.68,4.9,9.550866,0.17594773,2457000.5,20141209,57000,J2000,,,1903-01-19,503 Evelyn (1903 LF),5.009944563,a0000503,11/1/14,326.3519978,1.26307,491.5489519,0.219408223,,,1463,Evelyn,N,68.9502288,JPL 30,503,1640.777155,4.492203025,N,,4.24E+17,Otto Matic,3.45E+16,1903 LF,2.243480037,0.59157,38.7,-3.54E+17,132.5240778,1.05E-08,1.24E-08,3.96E-08,4.80E-06,1.25E-05,1.27E-09,4.84E-05,9.52E-06,1.09E-07,5.75E-05,4.98E-05,Ch,Ch,XC,2000503,3.33,2457153.858,20150511.36,,42.26568233
